price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,fuelType,brand,notRepairedDamage
2490,kombi,2004,automatik,150,3er,150000,diesel,bmw,ja
2290,limousine,1990,manuell,70,golf,150000,benzin,volkswagen,nein
2999,kleinwagen,2006,manuell,143,5_reihe,150000,diesel,Other,nein
8999,limousine,2005,automatik,163,golf,150000,diesel,bmw,nein
5900,limousine,2005,automatik,0,signum,150000,diesel,opel,nein
6315,kleinwagen,2001,manuell,60,andere,150000,benzin,Other,nein
2450,limousine,1990,automatik,160,e_klasse,150000,benzin,mercedes_benz,nein
1870,kleinwagen,2002,manuell,60,lupo,150000,benzin,volkswagen,nein
850,bus,2003,manuell,107,golf,150000,benzin,renault,ja
5500,limousine,2001,manuell,170,3er,150000,benzin,bmw,nein
5800,limousine,2004,manuell,129,avensis,150000,benzin,Other,nein
1400,limousine,2017,manuell,0,getz,150000,benzin,Other,nein
12900,kombi,2008,automatik,231,a6,150000,diesel,audi,nein
1650,limousine,2000,manuell,90,a3,150000,diesel,audi,nein
45975,limousine,2012,automatik,258,s_klasse,70000,diesel,mercedes_benz,nein
2500,kleinwagen,1999,automatik,54,fortwo,100000,benzin,Other,nein
9700,kleinwagen,2007,manuell,180,golf,150000,diesel,volkswagen,nein
14500,kombi,2010,automatik,170,passat,150000,diesel,volkswagen,nein
14500,kombi,2012,manuell,163,6_reihe,125000,diesel,Other,nein
2900,limousine,2004,manuell,109,a_klasse,150000,diesel,mercedes_benz,nein
2950,limousine,2002,automatik,150,147,150000,benzin,Other,nein
6850,limousine,2005,automatik,275,a8,150000,diesel,audi,nein
550,kleinwagen,1999,manuell,75,fiesta,150000,benzin,ford,nein
1100,kombi,1999,manuell,75,kangoo,125000,benzin,renault,nein
4600,cabrio,2004,manuell,109,2_reihe,90000,benzin,peugeot,nein
7990,bus,2009,manuell,109,berlingo,125000,diesel,Other,nein
1300,kombi,1999,automatik,110,andere,150000,benzin,Other,nein
4800,coupe,2004,manuell,192,rx_reihe,10000,benzin,Other,nein
4850,suv,2002,automatik,177,freelander,150000,benzin,Other,nein
2199,kombi,1999,manuell,150,passat,150000,diesel,volkswagen,nein
37000,suv,2001,automatik,250,g_klasse,125000,diesel,mercedes_benz,nein
16700,kombi,2015,manuell,110,astra,5000,diesel,opel,nein
3800,kombi,2003,manuell,140,passat,150000,diesel,volkswagen,nein
5499,kombi,2005,manuell,140,octavia,150000,diesel,Other,nein
550,limousine,1993,manuell,90,80,150000,benzin,audi,nein
2249,limousine,2006,manuell,86,andere,150000,benzin,Other,nein
750,andere,1999,manuell,0,zafira,150000,benzin,opel,nein
3699,coupe,2004,manuell,116,3er,150000,diesel,bmw,nein
1999,limousine,2002,manuell,170,golf,150000,benzin,volkswagen,nein
9600,limousine,2008,manuell,143,lancer,90000,benzin,Other,nein
11500,limousine,2008,manuell,177,1er,150000,diesel,bmw,nein
9990,kombi,2011,manuell,75,caddy,30000,diesel,volkswagen,ja
6315,limousine,1995,manuell,90,golf,150000,benzin,volkswagen,nein
1200,coupe,1998,automatik,218,clk,150000,benzin,mercedes_benz,nein
799,limousine,1994,manuell,0,c_klasse,150000,benzin,mercedes_benz,nein
25880,limousine,2013,automatik,143,x_reihe,40000,diesel,bmw,nein
3450,limousine,2016,manuell,90,beetle,150000,diesel,volkswagen,nein
3890,limousine,2007,manuell,136,focus,150000,diesel,ford,nein
6315,limousine,2000,automatik,0,fortwo,100000,benzin,Other,ja
1600,kleinwagen,2003,manuell,68,fiesta,150000,diesel,ford,nein
6350,kombi,2004,manuell,192,5er,150000,benzin,bmw,nein
3950,kombi,2003,manuell,155,signum,90000,benzin,opel,nein
6315,limousine,2001,manuell,95,a_klasse,150000,benzin,mercedes_benz,nein
1600,limousine,2016,manuell,90,kangoo,150000,benzin,renault,nein
24800,cabrio,1996,automatik,231,sl,50000,benzin,mercedes_benz,nein
22730,limousine,2011,automatik,204,5er,150000,diesel,bmw,nein
1650,bus,2000,manuell,109,andere,150000,diesel,fiat,nein
2300,kombi,2003,manuell,90,andere,150000,diesel,ford,nein
6315,limousine,2016,manuell,60,polo,150000,benzin,volkswagen,ja
7500,bus,2010,manuell,105,touran,150000,diesel,volkswagen,nein
3500,kombi,2004,automatik,163,a4,150000,diesel,audi,nein
1700,limousine,2017,manuell,54,caddy,150000,diesel,volkswagen,nein
7480,kombi,2012,manuell,75,clio,20000,benzin,renault,nein
16490,limousine,2013,manuell,116,1er,60000,diesel,bmw,nein
6900,limousine,2008,manuell,116,astra,100000,benzin,opel,nein
590,kombi,2003,manuell,173,focus,150000,benzin,ford,nein
14920,limousine,2006,automatik,388,e_klasse,150000,benzin,mercedes_benz,nein
650,limousine,1995,manuell,150,5er,150000,benzin,bmw,nein
5999,bus,2007,manuell,145,5_reihe,125000,lpg,Other,nein
1050,kombi,2003,manuell,155,signum,150000,benzin,opel,ja
1300,coupe,2005,manuell,150,astra,150000,diesel,opel,nein
7699,limousine,2006,manuell,129,3er,150000,benzin,bmw,nein
6000,kleinwagen,2009,manuell,80,corsa,70000,benzin,opel,nein
2200,kombi,2000,manuell,204,bora,150000,benzin,volkswagen,nein
1850,limousine,1998,manuell,170,3er,150000,benzin,bmw,nein
600,limousine,1996,manuell,136,c_klasse,150000,benzin,mercedes_benz,ja
2500,bus,2005,manuell,135,andere,150000,benzin,renault,nein
18900,kombi,2010,automatik,239,a6,125000,diesel,audi,nein
2900,kleinwagen,2005,manuell,131,cordoba,150000,diesel,seat,nein
850,kleinwagen,1996,manuell,60,polo,150000,benzin,volkswagen,nein
900,limousine,2017,manuell,101,3er,150000,benzin,bmw,nein
8800,kombi,2007,manuell,140,golf,100000,diesel,volkswagen,nein
9990,kleinwagen,1970,manuell,18,500,30000,benzin,fiat,nein
8850,kombi,2008,manuell,143,a4,150000,diesel,audi,nein
1000,limousine,1999,manuell,100,a4,150000,benzin,audi,nein
500,kleinwagen,2000,manuell,58,corsa,150000,benzin,opel,ja
3750,kleinwagen,2006,manuell,83,jazz,125000,benzin,Other,nein
990,kleinwagen,2002,manuell,60,ypsilon,90000,benzin,Other,nein
12900,cabrio,2007,automatik,213,mustang,150000,benzin,ford,nein
3500,kombi,2003,manuell,175,signum,150000,benzin,opel,nein
7299,suv,2006,automatik,150,santa,150000,diesel,Other,nein
600,kleinwagen,1995,manuell,55,punto,125000,benzin,fiat,nein
11800,kleinwagen,2011,manuell,98,one,30000,benzin,Other,nein
15900,limousine,2012,manuell,136,1er,60000,benzin,bmw,nein
4500,cabrio,2001,manuell,150,spider,125000,benzin,Other,nein
6315,limousine,2002,automatik,286,5er,150000,benzin,bmw,nein
3900,kombi,2006,manuell,150,159,150000,diesel,Other,nein
1000,kleinwagen,2005,manuell,60,corsa,125000,benzin,opel,ja
2600,limousine,2001,manuell,170,5er,150000,benzin,bmw,nein
6315,limousine,1990,manuell,0,polo,150000,benzin,volkswagen,nein
2300,kombi,2001,manuell,101,passat,150000,diesel,volkswagen,nein
8900,limousine,2007,manuell,140,passat,100000,diesel,volkswagen,nein
4900,kleinwagen,2005,manuell,0,golf,150000,lpg,volkswagen,nein
2250,kombi,2002,automatik,150,3er,150000,diesel,bmw,nein
24400,bus,2013,manuell,140,alhambra,30000,diesel,seat,nein
14900,cabrio,2014,manuell,98,one,70000,benzin,Other,nein
3700,kleinwagen,2006,manuell,101,astra,150000,diesel,opel,nein
29999,limousine,2014,automatik,306,c_klasse,50000,benzin,mercedes_benz,nein
1000,kombi,1999,manuell,150,5er,150000,benzin,bmw,nein
8900,kombi,2007,manuell,0,a4,150000,diesel,audi,nein
3999,bus,2004,manuell,158,verso,150000,diesel,Other,nein
3400,kleinwagen,2003,automatik,75,polo,125000,benzin,volkswagen,nein
3450,kleinwagen,2007,manuell,88,clio,150000,benzin,renault,nein
3300,kombi,2004,manuell,103,stilo,150000,benzin,fiat,nein
8300,limousine,2006,automatik,224,e_klasse,150000,diesel,mercedes_benz,nein
11800,kombi,2010,manuell,125,a3,90000,benzin,audi,nein
750,andere,1991,automatik,0,golf,90000,benzin,Other,nein
1600,kombi,1999,manuell,0,a6,150000,diesel,audi,nein
899,limousine,1996,automatik,75,astra,150000,benzin,opel,nein
4500,limousine,2002,automatik,150,e_klasse,150000,diesel,mercedes_benz,nein
44900,coupe,2015,manuell,170,e_klasse,5000,diesel,mercedes_benz,nein
1450,bus,2001,manuell,87,andere,150000,benzin,Other,nein
1299,limousine,2002,manuell,58,clio,150000,benzin,renault,nein
4390,kleinwagen,2012,manuell,68,c1,20000,benzin,Other,nein
3250,limousine,2017,automatik,0,croma,150000,diesel,fiat,nein
5990,kleinwagen,2012,manuell,60,citigo,40000,benzin,Other,nein
2750,limousine,2001,manuell,101,bora,150000,diesel,volkswagen,nein
2222,kleinwagen,2006,manuell,80,corsa,150000,lpg,opel,nein
6250,bus,2008,manuell,143,5_reihe,150000,diesel,Other,nein
3690,kleinwagen,2005,manuell,54,fox,50000,benzin,volkswagen,nein
1399,limousine,1984,manuell,72,andere,150000,diesel,mercedes_benz,nein
850,limousine,2017,manuell,128,golf,150000,benzin,mercedes_benz,nein
2000,kleinwagen,1999,manuell,75,lupo,125000,benzin,volkswagen,nein
9500,andere,2006,manuell,109,sprinter,150000,diesel,mercedes_benz,nein
7500,cabrio,1995,manuell,260,golf,150000,benzin,volkswagen,nein
5300,kleinwagen,2007,manuell,80,andere,70000,benzin,Other,nein
13500,suv,2010,manuell,150,rav,70000,diesel,Other,nein
1990,kleinwagen,2002,manuell,64,polo,150000,benzin,volkswagen,nein
6400,kleinwagen,2009,manuell,86,agila,30000,benzin,opel,nein
2200,kombi,1997,manuell,170,golf,150000,benzin,bmw,nein
10999,kleinwagen,2011,manuell,135,fiesta,80000,benzin,ford,nein
15900,cabrio,2004,manuell,170,3er,50000,benzin,bmw,nein
6000,limousine,2006,manuell,105,astra,150000,benzin,opel,nein
840,limousine,2016,manuell,0,fiesta,100000,benzin,ford,nein
4000,limousine,2003,manuell,163,c_klasse,150000,benzin,mercedes_benz,nein
15900,suv,2007,automatik,0,andere,150000,andere,Other,nein
15900,limousine,2010,automatik,218,300c,125000,diesel,Other,nein
2000,bus,2003,manuell,129,sprinter,150000,diesel,mercedes_benz,ja
1999,cabrio,2000,manuell,116,astra,150000,benzin,opel,nein
699,limousine,1997,manuell,75,astra,150000,benzin,opel,nein
2500,kleinwagen,2008,manuell,0,i_reihe,150000,benzin,Other,nein
1400,kombi,2000,manuell,101,focus,150000,benzin,ford,nein
750,kleinwagen,1999,manuell,54,twingo,150000,benzin,renault,nein
5300,kombi,2003,automatik,170,a4,150000,benzin,audi,nein
2600,bus,2004,manuell,69,berlingo,70000,diesel,Other,nein
650,kombi,1997,manuell,75,astra,150000,benzin,opel,nein
600,kleinwagen,2001,manuell,40,corsa,150000,benzin,opel,nein
16500,kombi,2008,manuell,177,3er,125000,diesel,bmw,nein
6315,kleinwagen,1997,manuell,50,andere,150000,benzin,Other,ja
31000,cabrio,2003,automatik,500,sl,150000,benzin,mercedes_benz,nein
4999,kombi,2008,manuell,109,focus,150000,diesel,ford,nein
2950,kombi,2004,manuell,0,a6,150000,diesel,audi,nein
5550,kleinwagen,2011,manuell,68,punto,60000,benzin,fiat,nein
900,kombi,2000,manuell,115,focus,150000,benzin,ford,nein
8500,kombi,2009,manuell,170,a4,150000,diesel,audi,ja
1500,kombi,2001,manuell,101,astra,150000,diesel,opel,nein
6198,limousine,2008,manuell,143,3er,150000,diesel,bmw,nein
1500,kleinwagen,2000,manuell,75,polo,125000,benzin,volkswagen,nein
14400,cabrio,2010,manuell,105,beetle,50000,diesel,volkswagen,nein
4000,kombi,2002,manuell,193,5er,150000,benzin,bmw,nein
16500,limousine,2016,automatik,0,clk,70000,benzin,mercedes_benz,nein
6315,kleinwagen,1995,manuell,75,golf,150000,benzin,volkswagen,nein
6315,andere,1965,manuell,132,golf,5000,diesel,Other,nein
5800,limousine,2003,manuell,193,3er,150000,benzin,bmw,nein
2100,kleinwagen,2002,automatik,75,golf,125000,benzin,opel,nein
800,limousine,1996,manuell,150,5er,150000,benzin,bmw,ja
6315,kleinwagen,1997,manuell,50,ka,150000,benzin,ford,nein
19800,cabrio,2011,automatik,177,1er,70000,diesel,bmw,nein
7499,coupe,2001,manuell,231,3er,150000,benzin,bmw,nein
5490,kleinwagen,2008,manuell,86,fabia,125000,benzin,Other,nein
1600,kombi,2003,manuell,107,3_reihe,150000,diesel,peugeot,nein
7800,bus,2006,manuell,105,golf,125000,diesel,volkswagen,nein
8888,kombi,2007,manuell,110,sprinter,150000,diesel,mercedes_benz,nein
650,kleinwagen,1998,manuell,75,lupo,5000,benzin,volkswagen,nein
1650,limousine,1994,manuell,90,golf,150000,benzin,volkswagen,nein
5890,kleinwagen,2010,manuell,60,polo,100000,benzin,volkswagen,nein
599,limousine,2000,manuell,60,polo,150000,benzin,volkswagen,ja
6000,coupe,2006,manuell,143,andere,90000,benzin,Other,ja
650,kleinwagen,2002,manuell,0,punto,150000,benzin,fiat,nein
10990,limousine,2009,manuell,160,golf,100000,benzin,volkswagen,nein
550,kombi,1996,manuell,136,accord,150000,benzin,Other,nein
500,limousine,2002,manuell,105,147,150000,benzin,Other,ja
600,limousine,2000,manuell,0,golf,150000,benzin,seat,nein
1800,coupe,1993,manuell,150,andere,150000,benzin,audi,nein
900,kombi,2002,manuell,0,156,150000,diesel,Other,nein
30950,bus,2008,automatik,174,transporter,70000,diesel,volkswagen,nein
6800,kleinwagen,2011,manuell,101,corsa,70000,benzin,opel,nein
6315,limousine,2016,manuell,0,golf,150000,andere,Other,nein
599,limousine,1994,manuell,0,escort,50000,benzin,ford,nein
5200,kombi,2006,manuell,135,andere,150000,diesel,renault,nein
12400,kombi,2011,automatik,136,c_klasse,150000,diesel,mercedes_benz,nein
750,kleinwagen,1999,manuell,53,swift,125000,benzin,Other,nein
999,kleinwagen,1998,manuell,75,fiesta,150000,benzin,ford,nein
6315,limousine,2016,manuell,105,3er,150000,benzin,bmw,nein
3550,kleinwagen,1992,manuell,116,astra,150000,benzin,opel,nein
10500,limousine,1985,manuell,0,e_klasse,40000,benzin,mercedes_benz,nein
2350,kleinwagen,1999,manuell,101,golf,150000,benzin,volkswagen,nein
6315,kleinwagen,2004,manuell,90,one,150000,benzin,Other,nein
5500,kleinwagen,2005,automatik,0,a_klasse,125000,benzin,mercedes_benz,nein
1999,limousine,2016,manuell,96,rio,90000,benzin,Other,nein
600,kleinwagen,1990,manuell,101,golf,150000,benzin,volkswagen,ja
10800,kombi,2009,manuell,142,3er,150000,benzin,bmw,nein
11850,limousine,2004,automatik,150,1er,70000,benzin,bmw,nein
1999,limousine,2017,automatik,60,punto,125000,benzin,fiat,nein
6315,suv,1996,manuell,100,andere,80000,diesel,opel,ja
6315,limousine,1990,manuell,0,polo,150000,benzin,volkswagen,nein
7800,kombi,2006,automatik,140,passat,150000,diesel,volkswagen,nein
850,limousine,2017,manuell,55,golf,150000,benzin,volkswagen,nein
8500,limousine,2004,manuell,204,x_reihe,150000,diesel,bmw,nein
1990,cabrio,1997,manuell,150,3er,150000,benzin,bmw,nein
5900,bus,2007,automatik,88,sprinter,150000,diesel,mercedes_benz,nein
850,kleinwagen,2000,manuell,58,twingo,150000,benzin,renault,nein
6315,limousine,2000,manuell,0,kangoo,150000,benzin,renault,ja
999,kleinwagen,1998,manuell,60,fiesta,150000,benzin,ford,nein
9500,kombi,2007,manuell,197,5er,150000,diesel,bmw,ja
8200,kombi,2008,automatik,170,passat,150000,diesel,volkswagen,nein
500,limousine,1996,manuell,101,a4,150000,benzin,audi,nein
45999,coupe,2014,automatik,306,andere,50000,benzin,bmw,nein
8300,limousine,2006,automatik,163,e_klasse,125000,benzin,mercedes_benz,nein
1000,kleinwagen,1996,manuell,0,polo,150000,benzin,volkswagen,nein
6315,kleinwagen,1999,manuell,60,ka,150000,benzin,ford,nein
900,kleinwagen,1996,manuell,75,3_reihe,150000,benzin,peugeot,nein
6315,limousine,2017,manuell,80,golf,100000,benzin,opel,nein
2650,kleinwagen,2003,manuell,75,agila,150000,benzin,opel,nein
99500,cabrio,1973,manuell,165,911,5000,benzin,Other,nein
4250,kleinwagen,2012,manuell,68,aygo,70000,benzin,Other,nein
16499,limousine,2010,automatik,271,golf,150000,benzin,volkswagen,nein
3199,limousine,2001,automatik,170,c_klasse,150000,diesel,mercedes_benz,nein
6315,kleinwagen,2005,manuell,0,golf,150000,benzin,volkswagen,nein
7200,kleinwagen,2012,manuell,105,polo,150000,diesel,volkswagen,nein
800,limousine,1997,manuell,100,a4,150000,benzin,audi,nein
1799,limousine,2005,manuell,0,golf,150000,benzin,volkswagen,nein
7900,limousine,2011,manuell,101,focus,70000,benzin,ford,nein
1400,kleinwagen,1999,manuell,60,2_reihe,80000,benzin,peugeot,nein
6500,kleinwagen,2012,manuell,71,fortwo,70000,benzin,Other,nein
2200,bus,2002,manuell,101,doblo,150000,diesel,fiat,nein
4700,bus,2006,manuell,110,verso,150000,benzin,Other,nein
500,limousine,1997,manuell,101,golf,150000,benzin,volkswagen,nein
7600,limousine,2006,manuell,122,e_klasse,150000,diesel,mercedes_benz,nein
9600,kombi,2009,manuell,160,v70,150000,diesel,Other,nein
550,andere,2002,manuell,70,andere,150000,diesel,peugeot,nein
6315,kleinwagen,1999,manuell,60,andere,150000,benzin,fiat,nein
6315,limousine,2016,manuell,0,twingo,90000,benzin,renault,nein
2100,limousine,2016,automatik,0,a4,150000,diesel,audi,nein
5700,bus,2008,manuell,140,touran,150000,diesel,volkswagen,nein
4999,kombi,2002,manuell,193,5er,150000,diesel,bmw,nein
1150,kleinwagen,2001,manuell,54,micra,150000,benzin,Other,nein
2800,kleinwagen,2009,manuell,0,aveo,70000,benzin,Other,ja
3850,limousine,2016,manuell,69,polo,150000,benzin,volkswagen,nein
1499,kleinwagen,2009,manuell,68,fusion,125000,diesel,ford,ja
5800,limousine,2007,manuell,80,golf,125000,benzin,volkswagen,nein
7200,limousine,2018,manuell,87,corsa,70000,benzin,opel,nein
950,limousine,1998,manuell,60,golf,150000,benzin,volkswagen,nein
6300,limousine,2007,automatik,140,a_klasse,150000,diesel,mercedes_benz,nein
6950,suv,2005,automatik,158,forester,125000,benzin,Other,nein
1850,limousine,2003,manuell,120,147,150000,benzin,Other,nein
500,limousine,2017,manuell,0,golf,150000,benzin,volkswagen,nein
1499,kleinwagen,1997,manuell,75,andere,150000,benzin,Other,nein
1750,kleinwagen,2003,manuell,54,fabia,150000,benzin,Other,nein
5200,suv,2007,manuell,99,andere,10000,benzin,Other,nein
4000,cabrio,2001,automatik,61,golf,70000,benzin,Other,nein
26300,limousine,2012,automatik,271,golf,80000,benzin,volkswagen,nein
1850,limousine,2000,manuell,75,golf,150000,benzin,volkswagen,nein
2799,limousine,1998,manuell,150,3er,150000,benzin,bmw,nein
6800,limousine,2002,manuell,286,5er,150000,benzin,bmw,nein
1150,kombi,1997,manuell,125,c_klasse,150000,benzin,mercedes_benz,nein
1800,kombi,1998,manuell,193,a6,150000,benzin,audi,nein
900,limousine,2016,manuell,106,corsa,150000,benzin,opel,nein
3333,suv,2003,manuell,120,andere,150000,diesel,opel,nein
1000,kleinwagen,2002,manuell,64,polo,150000,benzin,volkswagen,nein
7250,bus,2006,automatik,105,touran,150000,diesel,volkswagen,nein
3990,kleinwagen,2009,manuell,80,corsa,70000,benzin,opel,nein
12850,kombi,2010,manuell,125,a3,80000,benzin,audi,nein
2199,kombi,2000,manuell,0,passat,150000,benzin,volkswagen,nein
10500,cabrio,2004,manuell,163,slk,100000,benzin,mercedes_benz,nein
890,kleinwagen,2000,manuell,58,twingo,150000,benzin,renault,nein
2500,kleinwagen,2005,manuell,60,corsa,90000,benzin,opel,nein
15850,limousine,2011,automatik,184,3er,125000,diesel,bmw,nein
1999,limousine,2002,automatik,192,5er,150000,benzin,bmw,nein
500,kombi,1994,automatik,0,andere,150000,benzin,mercedes_benz,nein
8400,limousine,2010,manuell,141,andere,70000,benzin,Other,nein
4450,kleinwagen,2009,manuell,75,2_reihe,60000,benzin,peugeot,nein
3599,bus,2005,manuell,109,vito,150000,diesel,mercedes_benz,nein
58000,cabrio,1969,manuell,170,andere,60000,benzin,mercedes_benz,nein
4495,kleinwagen,2009,automatik,71,fortwo,70000,benzin,Other,nein
2900,kombi,2000,automatik,193,5er,150000,diesel,bmw,nein
800,limousine,1997,manuell,90,passat,150000,diesel,volkswagen,nein
899,bus,2001,manuell,101,andere,150000,benzin,Other,nein
3500,kombi,2000,automatik,260,c_klasse,150000,benzin,mercedes_benz,nein
700,limousine,2000,manuell,0,freelander,150000,benzin,Other,nein
3500,kombi,2004,manuell,116,3er,150000,benzin,bmw,nein
4999,bus,2002,automatik,0,x_reihe,150000,benzin,bmw,nein
1200,kleinwagen,1998,manuell,101,golf,150000,benzin,volkswagen,ja
2499,limousine,1997,manuell,122,c_klasse,150000,lpg,mercedes_benz,nein
1950,kombi,2002,manuell,116,primera,150000,benzin,Other,ja
1000,limousine,2004,manuell,143,3er,125000,benzin,bmw,ja
600,limousine,2000,manuell,130,vectra,150000,benzin,opel,nein
550,kleinwagen,1998,manuell,75,fiesta,125000,benzin,ford,nein
1899,limousine,2001,automatik,179,omega,150000,benzin,opel,nein
799,limousine,1985,manuell,90,golf,60000,benzin,volkswagen,nein
3100,bus,2003,manuell,100,touran,150000,diesel,volkswagen,nein
3300,kleinwagen,2005,manuell,101,polo,150000,diesel,volkswagen,nein
6315,coupe,1997,manuell,0,3er,150000,benzin,bmw,nein
3500,kombi,2006,manuell,0,astra,150000,diesel,opel,nein
26500,bus,2010,automatik,204,viano,125000,diesel,mercedes_benz,nein
3500,limousine,2007,manuell,105,astra,150000,benzin,opel,nein
6315,kleinwagen,1994,manuell,60,golf,150000,benzin,volkswagen,ja
12950,limousine,2007,automatik,184,e_klasse,100000,benzin,mercedes_benz,nein
899,coupe,1999,automatik,101,andere,150000,benzin,Other,nein
2990,kleinwagen,2001,automatik,84,a_klasse,125000,benzin,mercedes_benz,nein
3300,limousine,2005,manuell,0,golf,150000,diesel,volkswagen,nein
750,kleinwagen,2002,manuell,79,corsa,150000,benzin,opel,nein
550,limousine,1994,manuell,50,polo,150000,benzin,volkswagen,nein
1299,limousine,1998,manuell,102,3er,150000,benzin,bmw,nein
4800,kombi,2003,manuell,131,a4,150000,benzin,audi,nein
31999,cabrio,2011,automatik,306,3er,50000,benzin,bmw,nein
8500,limousine,2009,manuell,102,golf,100000,benzin,volkswagen,nein
9999,kombi,2005,automatik,179,a6,150000,diesel,audi,nein
3990,kombi,2006,manuell,143,6_reihe,150000,diesel,Other,nein
6500,bus,2009,manuell,86,roomster,60000,benzin,Other,nein
999,kleinwagen,1998,manuell,50,arosa,150000,benzin,seat,nein
6500,limousine,2007,manuell,95,a_klasse,50000,benzin,mercedes_benz,nein
1200,limousine,2017,manuell,72,twingo,150000,benzin,renault,nein
6315,limousine,2000,manuell,95,megane,150000,benzin,renault,nein
4400,limousine,2004,automatik,285,a6,150000,diesel,audi,ja
2400,limousine,1997,manuell,170,5er,150000,benzin,bmw,nein
1590,limousine,1999,manuell,101,octavia,150000,benzin,Other,nein
15800,cabrio,2007,automatik,250,tt,125000,benzin,audi,nein
1900,kleinwagen,2004,manuell,60,2_reihe,150000,benzin,peugeot,nein
5500,bus,1998,manuell,130,sprinter,150000,diesel,mercedes_benz,nein
2000,kombi,2004,manuell,116,v40,150000,diesel,Other,nein
8299,limousine,2004,automatik,350,5er,150000,diesel,bmw,nein
7900,coupe,1981,automatik,136,andere,150000,benzin,mercedes_benz,nein
3190,kleinwagen,2008,manuell,60,ibiza,125000,benzin,seat,nein
6315,limousine,2016,manuell,50,golf,125000,benzin,Other,nein
2999,kleinwagen,2007,manuell,68,fusion,150000,diesel,ford,nein
6315,kleinwagen,2001,manuell,58,twingo,150000,benzin,renault,nein
1950,limousine,1987,manuell,129,3er,150000,benzin,bmw,nein
1800,limousine,2005,manuell,0,3_reihe,150000,diesel,peugeot,nein
1099,limousine,1999,manuell,0,golf,100000,benzin,Other,nein
4300,kombi,2007,manuell,116,ceed,150000,diesel,Other,nein
25000,limousine,2013,automatik,115,a_klasse,20000,benzin,mercedes_benz,nein
2990,coupe,2002,automatik,143,c_klasse,150000,diesel,mercedes_benz,nein
1900,limousine,2017,manuell,125,golf,150000,benzin,volkswagen,nein
13999,coupe,1999,manuell,200,andere,60000,benzin,Other,nein
690,kleinwagen,1999,manuell,75,2_reihe,150000,benzin,peugeot,nein
7000,limousine,2008,manuell,0,golf,150000,benzin,audi,nein
8200,limousine,2005,manuell,192,golf,150000,benzin,bmw,nein
7499,limousine,2017,manuell,141,golf,125000,lpg,Other,nein
1950,kombi,2000,manuell,0,astra,150000,benzin,opel,nein
1050,kleinwagen,1998,automatik,55,micra,80000,benzin,Other,nein
899,kleinwagen,1996,manuell,45,polo,150000,benzin,volkswagen,nein
7100,kombi,2003,automatik,204,e_klasse,150000,diesel,mercedes_benz,nein
6315,kleinwagen,1994,manuell,60,corsa,150000,benzin,opel,ja
2999,limousine,2000,manuell,101,golf,150000,benzin,volkswagen,nein
11900,kleinwagen,2012,manuell,105,a1,90000,diesel,audi,nein
21900,limousine,2014,manuell,150,3_reihe,40000,diesel,Other,nein
1699,kleinwagen,2002,manuell,75,clio,80000,benzin,renault,nein
1400,kleinwagen,2001,manuell,0,polo,150000,benzin,volkswagen,nein
1399,kombi,1999,manuell,165,a6,150000,benzin,audi,nein
16500,limousine,2005,manuell,0,sl,90000,benzin,mercedes_benz,nein
999,kleinwagen,2002,manuell,75,arosa,150000,diesel,seat,nein
1250,limousine,1998,manuell,0,3er,150000,benzin,bmw,ja
6500,limousine,1981,manuell,136,e_klasse,100000,benzin,mercedes_benz,nein
59900,coupe,2014,manuell,349,golf,5000,benzin,Other,nein
5500,limousine,2003,manuell,101,a3,150000,diesel,audi,nein
1290,cabrio,1998,manuell,115,megane,150000,benzin,renault,nein
1150,kleinwagen,1998,manuell,0,golf,150000,benzin,volkswagen,nein
5990,cabrio,2001,manuell,118,z_reihe,150000,benzin,bmw,nein
6999,limousine,2000,automatik,224,s_klasse,150000,benzin,mercedes_benz,nein
1099,kombi,1996,manuell,150,a4,150000,benzin,audi,nein
12500,bus,2008,manuell,114,vivaro,125000,diesel,opel,nein
1000,kleinwagen,2001,manuell,145,sirion,125000,benzin,Other,nein
500,kleinwagen,1997,manuell,60,polo,150000,benzin,volkswagen,nein
6315,kombi,1997,manuell,0,5er,150000,benzin,bmw,ja
6315,kleinwagen,1993,manuell,50,fiesta,60000,benzin,ford,nein
24500,cabrio,2008,manuell,305,slk,60000,benzin,mercedes_benz,nein
3300,kleinwagen,2007,manuell,0,a3,150000,diesel,audi,nein
750,kleinwagen,1997,manuell,50,polo,150000,benzin,volkswagen,nein
21990,suv,2008,automatik,239,touareg,150000,diesel,volkswagen,nein
3000,limousine,2000,automatik,130,c_klasse,125000,benzin,mercedes_benz,nein
27900,limousine,2006,automatik,476,e_klasse,150000,benzin,mercedes_benz,nein
3700,limousine,2004,manuell,75,golf,150000,benzin,volkswagen,nein
12499,limousine,2008,automatik,200,a3,150000,benzin,audi,nein
2300,kleinwagen,2003,manuell,75,twingo,70000,benzin,renault,nein
3650,suv,2002,manuell,124,andere,150000,benzin,ford,nein
2700,limousine,2005,manuell,0,c_klasse,150000,diesel,mercedes_benz,nein
7990,bus,2009,manuell,80,caddy,90000,benzin,volkswagen,nein
2350,kombi,2000,manuell,101,astra,50000,benzin,opel,ja
2700,limousine,2001,manuell,110,corolla,150000,benzin,Other,nein
2300,kombi,2005,manuell,150,astra,150000,diesel,opel,nein
14750,limousine,2011,manuell,265,leon,90000,benzin,seat,nein
