,index,dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
10206,10206,2016-04-04 21:43:13,Fiat_Punto_1.2_S,privat,Angebot,1800,test,kleinwagen,2002,manuell,60,punto,150000,10,benzin,fiat,nein,2016-04-04 00:00:00,0,73732,2016-04-07 00:15:45
201390,201390,2016-03-19 19:53:07,Saab_9_5_2.0t_Vollausstattung_Harman_Kardon,privat,Angebot,3000,control,limousine,1998,manuell,150,andere,150000,6,benzin,saab,nein,2016-03-19 00:00:00,0,8468,2016-04-07 08:44:53
161656,161656,2016-04-04 14:55:54,Skoda_Fabia,privat,Angebot,1750,test,kleinwagen,2003,manuell,54,fabia,150000,4,benzin,skoda,nein,2016-04-04 00:00:00,0,22415,2016-04-06 16:17:45
167109,167109,2016-03-27 09:37:15,Golf_1__1978__Scheunenfund,privat,Angebot,3500,test,limousine,1980,automatik,75,golf,150000,9,benzin,volkswagen,nein,2016-03-27 00:00:00,0,15837,2016-03-27 10:48:50
167563,167563,2016-04-02 09:55:25,Subaru_Forester_2_0L_4x4_Erstzulassung_2006_TÜV_7/17_2te_Hand,privat,Angebot,3850,control,kombi,2006,manuell,150,forester,150000,6,benzin,subaru,nein,2016-04-02 00:00:00,0,13585,2016-04-06 07:44:45
137653,137653,2016-03-16 00:58:16,Sandero_Servo__Zv__Ambiance_Unfall,privat,Angebot,1750,test,limousine,2016,manuell,75,sandero,80000,5,benzin,dacia,ja,2016-03-15 00:00:00,0,53119,2016-04-06 00:46:12
317933,317933,2016-03-08 15:47:40,Skoda_Octavia_1_6_TDI_Elegance,privat,Angebot,11499,test,kombi,2011,manuell,105,octavia,125000,9,diesel,skoda,nein,2016-03-08 00:00:00,0,94513,2016-03-16 13:47:53
316787,316787,2016-03-19 21:51:31,Verkaufe_Honda_CivicEG4,privat,Angebot,1150,control,kleinwagen,1992,manuell,90,civic,150000,5,benzin,honda,nein,2016-03-19 00:00:00,0,84144,2016-03-19 23:42:11
3300,3300,2016-03-18 11:48:06,Seat_Leon_1.6_16V_8x_Fach_Bereift_Scheckheft_Top_Zustand!!,privat,Angebot,2450,control,limousine,2002,manuell,105,leon,125000,7,benzin,seat,nein,2016-03-18 00:00:00,0,25421,2016-03-29 12:48:50
76473,76473,2016-04-02 17:49:10,Seat_Altea_2.0_TDI_Sport_Edition,privat,Angebot,2900,control,limousine,2005,manuell,140,altea,150000,3,diesel,seat,nein,2016-04-02 00:00:00,0,66882,2016-04-02 17:49:10
194616,194616,2016-04-01 18:53:14,Top_zu_stand_Nichtraucher,privat,Angebot,2200,control,limousine,2017,manuell,0,bora,150000,0,benzin,volkswagen,nein,2016-04-01 00:00:00,0,26441,2016-04-01 18:53:14
331,331,2016-03-31 09:55:33,Smart_smart_&_passion,privat,Angebot,1195,control,kleinwagen,1999,automatik,54,fortwo,125000,11,benzin,smart,nein,2016-03-31 00:00:00,0,86399,2016-03-31 10:45:59
137490,137490,2016-03-18 16:47:08,Renault_Scenic_1_6_16V,privat,Angebot,1500,test,bus,2001,manuell,107,scenic,150000,2,benzin,renault,nein,2016-03-18 00:00:00,0,22844,2016-03-20 05:44:22
347429,347429,2016-03-26 18:54:53,Renault_Megane_Grandtour_dCi_110_FAP_Expression,privat,Angebot,6999,test,kombi,2011,manuell,106,megane,100000,7,diesel,renault,nein,2016-03-26 00:00:00,0,26632,2016-04-04 07:47:35
46354,46354,2016-03-21 19:39:06,Volkswagen_Golf_R32_4Motion_DSG,privat,Angebot,14800,test,limousine,2006,automatik,250,golf,125000,12,benzin,volkswagen,nein,2016-03-21 00:00:00,0,38440,2016-03-23 00:45:07
82778,82778,2016-03-10 07:01:34,Kompletter_BMW__325i_zum_Ausschlachten_und_als_Ersatzteiltraeger.,privat,Angebot,1000,control,cabrio,1994,manuell,192,3er,150000,3,benzin,bmw,nein,2016-03-10 00:00:00,0,72760,2016-03-14 17:45:44
223835,223835,2016-03-13 18:48:40,Chevrolet_Matiz_0.8_S,privat,Angebot,2990,test,kleinwagen,2009,manuell,52,matiz,40000,9,benzin,chevrolet,ja,2016-03-13 00:00:00,0,42109,2016-03-17 13:46:56
325909,325909,2016-03-22 14:37:40,Trabant_601_S_Ostermann/_Cabrio_Deluxe_in_Himmelblau,privat,Angebot,4499,control,cabrio,1988,manuell,26,601,90000,4,benzin,trabant,nein,2016-03-22 00:00:00,0,88069,2016-04-06 03:17:29
221373,221373,2016-03-19 21:55:15,Volkswagen_Golf_Cabrio_1.8_Colour_Concept,privat,Angebot,2000,control,cabrio,1999,manuell,75,golf,150000,1,benzin,volkswagen,nein,2016-03-19 00:00:00,0,63619,2016-04-01 15:44:46
347079,347079,2016-03-29 19:51:36,Renault_Clio_1.2_Dynamique,privat,Angebot,2400,control,limousine,2006,manuell,75,clio,150000,0,benzin,renault,nein,2016-03-29 00:00:00,0,24327,2016-04-02 08:19:26
136157,136157,2016-03-08 21:45:09,Ford_Escort_Cabrio_RS2000_XR3I_zum_Herrichten_oder_Schlachten,privat,Angebot,550,control,cabrio,1990,manuell,150,escort,150000,0,benzin,ford,nein,2016-03-08 00:00:00,0,1993,2016-03-25 05:45:22
363310,363310,2016-04-01 17:39:33,Renault_Scenic,privat,Angebot,600,test,kleinwagen,1999,manuell,0,scenic,150000,8,benzin,renault,ja,2016-04-01 00:00:00,0,96450,2016-04-05 12:46:16
288525,288525,2016-04-05 11:51:56,Peugeot_206+___60_PS__TÜV_1/2018,privat,Angebot,4150,test,limousine,2010,manuell,60,2_reihe,50000,5,benzin,peugeot,nein,2016-04-05 00:00:00,0,26389,2016-04-05 12:42:04
284736,284736,2016-03-15 21:55:02,Mercedes_Benz_ML_420_CDI_4Matic_7G_TRONIC_DPF,privat,Angebot,14850,control,suv,2007,automatik,306,m_klasse,150000,2,diesel,mercedes_benz,nein,2016-03-15 00:00:00,0,36272,2016-04-07 07:17:35
176327,176327,2016-03-20 14:44:06,Audi_A1_1.6_TDi_Ambition,privat,Angebot,14000,test,kleinwagen,2014,manuell,105,a1,60000,1,diesel,audi,nein,2016-03-20 00:00:00,0,85435,2016-03-30 04:17:23
274033,274033,2016-03-26 23:56:18,MINI_Mini_John_Cooper_Works,privat,Angebot,18000,test,kleinwagen,2011,manuell,211,cooper,40000,10,benzin,mini,nein,2016-03-26 00:00:00,0,22339,2016-04-07 02:46:50
117672,117672,2016-03-30 12:48:24,BMW_123d_DPF_Aut._M_Paket,privat,Angebot,11900,control,limousine,2008,automatik,204,1er,150000,6,diesel,bmw,nein,2016-03-30 00:00:00,0,54344,2016-04-07 03:44:41
98463,98463,2016-03-23 16:56:52,Seat_Ibiza_SC_1.4._16V_Reference,privat,Angebot,7890,test,kleinwagen,2012,manuell,86,ibiza,50000,10,benzin,seat,nein,2016-03-23 00:00:00,0,89079,2016-04-05 20:47:06
109580,109580,2016-03-18 10:41:23,Volkswagen_Golf_1.4_TSI_GT_Sport_6_Gang__Xenon__Klimatronic,privat,Angebot,5950,control,limousine,2008,manuell,122,golf,150000,5,benzin,volkswagen,nein,2016-03-18 00:00:00,0,33332,2016-04-01 23:48:06
99157,99157,2016-03-24 15:55:21,Renault_Scenic_1.9_dCi_FAP_Exception,privat,Angebot,4000,test,bus,2006,manuell,131,scenic,150000,3,diesel,renault,nein,2016-03-24 00:00:00,0,86381,2016-04-07 08:45:06
154616,154616,2016-03-25 00:57:07,Honda_Civic_1_4,privat,Angebot,700,control,limousine,2016,manuell,0,civic,5000,0,benzin,honda,nein,2016-03-24 00:00:00,0,13587,2016-04-06 06:17:17
246012,246012,2016-03-22 19:54:01,Audi_s3_8l_alles_neu,privat,Angebot,8000,test,limousine,2000,manuell,209,andere,150000,0,benzin,audi,nein,2016-03-22 00:00:00,0,8340,2016-04-06 14:17:15
4177,4177,2016-03-31 19:49:59,Peugeot_508_SW_Allure_Unfallfrei_und_Scheckheftgepflegt,privat,Angebot,17000,control,kombi,2011,manuell,156,5_reihe,60000,3,benzin,peugeot,nein,2016-03-31 00:00:00,0,47249,2016-04-06 14:17:55
117993,117993,2016-03-23 17:56:18,Mercedes_Benz_E_220_CDI_Classic,privat,Angebot,3600,control,limousine,2001,automatik,143,e_klasse,150000,11,diesel,mercedes_benz,nein,2016-03-23 00:00:00,0,71332,2016-04-05 22:18:04
38368,38368,2016-03-30 18:47:03,Volkswagen_Passat_Variant_1.9_TDI_Comfortline,privat,Angebot,3500,test,kombi,2001,manuell,101,passat,150000,5,diesel,volkswagen,nein,2016-03-30 00:00:00,0,6618,2016-04-07 09:46:41
224935,224935,2016-04-01 02:59:43,Golf_2_1.6_GL_mit_frischen_TÜV.,privat,Angebot,1000,control,limousine,2017,manuell,70,golf,150000,6,benzin,volkswagen,nein,2016-04-01 00:00:00,0,1139,2016-04-07 03:17:13
195879,195879,2016-03-16 11:44:43,Ford_Mustang_V8,privat,Angebot,14500,test,coupe,1968,automatik,224,mustang,30000,1,benzin,ford,ja,2016-03-16 00:00:00,0,10178,2016-03-16 11:44:43
281735,281735,2016-03-21 16:59:10,Audi_A6_2.4,privat,Angebot,5000,control,limousine,2004,manuell,177,a6,150000,8,benzin,audi,nein,2016-03-21 00:00:00,0,53757,2016-03-21 16:59:10
215961,215961,2016-03-11 17:56:10,Golf_IV__4__TDI___101_PS_an_Bastler,privat,Angebot,500,control,limousine,2003,manuell,101,golf,150000,0,diesel,volkswagen,nein,2016-03-11 00:00:00,0,33332,2016-03-11 17:56:10
270297,270297,2016-03-07 07:55:28,Audi_a3_sportback,privat,Angebot,13000,test,kombi,2010,manuell,9013,a3,5000,12,diesel,audi,nein,2016-03-07 00:00:00,0,42329,2016-03-24 18:46:19
168240,168240,2016-04-07 10:25:36,Volvo_V70_2.4_mit_LPG_Prins_Gasanlage,privat,Angebot,4799,test,kombi,2001,manuell,140,v70,150000,10,benzin,volvo,nein,2016-04-07 00:00:00,0,57632,2016-04-07 10:25:36
286717,286717,2016-03-13 13:52:08,BMW_318i_touring,privat,Angebot,4600,test,kombi,2002,manuell,143,3er,90000,1,benzin,bmw,nein,2016-03-13 00:00:00,0,42697,2016-03-14 22:17:45
197545,197545,2016-03-22 13:54:57,Vw_Polo_9n_1_4_16V,privat,Angebot,2499,control,kleinwagen,2003,manuell,101,polo,150000,7,benzin,volkswagen,nein,2016-03-22 00:00:00,0,60439,2016-04-07 01:46:46
119540,119540,2016-03-07 13:52:03,Renault_Twingo_1.2_Initiale,privat,Angebot,500,control,kleinwagen,2000,manuell,58,twingo,150000,11,benzin,renault,nein,2016-03-07 00:00:00,0,37431,2016-03-07 17:48:31
333863,333863,2016-03-11 23:37:01,BMW_520d_Touring_Nav.Prof._Leder_Xenon_elek.Heckklap,privat,Angebot,27800,test,kombi,2011,manuell,184,5er,70000,12,diesel,bmw,nein,2016-03-11 00:00:00,0,72657,2016-04-05 17:25:29
5162,5162,2016-03-27 22:51:34,Ford_Focus_Turnier_1.8__TÜV__Garantie__wenig_km,privat,Angebot,3899,test,kombi,2006,manuell,125,focus,150000,9,benzin,ford,nein,2016-03-27 00:00:00,0,74831,2016-04-05 23:47:20
338809,338809,2016-03-28 09:52:01,Volkswagen_Golf_Variant_1.6_TDI_DPF_Comfortline_HU/AU_NEU,privat,Angebot,9900,control,kombi,2011,manuell,105,golf,90000,1,diesel,volkswagen,nein,2016-03-28 00:00:00,0,39615,2016-04-02 13:46:34
113997,113997,2016-03-07 22:58:38,Seat_Leon_FR_2.0_Diesel_184PS_DSG_ST_2016!,privat,Angebot,25290,test,kombi,2015,automatik,184,leon,5000,0,diesel,seat,nein,2016-03-07 00:00:00,0,22297,2016-04-05 19:16:50
332917,332917,2016-03-31 12:37:03,BMW_318i_touring,privat,Angebot,3990,test,kombi,2003,manuell,143,3er,150000,3,benzin,bmw,nein,2016-03-31 00:00:00,0,48480,2016-04-06 04:46:33
8485,8485,2016-03-10 22:47:42,Chevrolet_Kalos_1.4_16V_SX,privat,Angebot,2290,control,kleinwagen,2007,manuell,94,andere,60000,2,benzin,chevrolet,nein,2016-03-10 00:00:00,0,99765,2016-03-12 15:47:56
244241,244241,2016-03-17 19:40:33,Volkswagen_Caddy_1.4_Economy,privat,Angebot,4100,control,bus,2006,manuell,75,caddy,80000,6,cng,volkswagen,nein,2016-03-17 00:00:00,0,14943,2016-04-07 07:16:31
279642,279642,2016-03-20 15:55:51,BMW_325i,privat,Angebot,7000,control,limousine,1989,manuell,170,3er,150000,6,benzin,bmw,nein,2016-03-20 00:00:00,0,34393,2016-04-06 20:45:43
183963,183963,2016-03-20 15:06:24,Chrysler_300C_3.0_CRD_DPF_Automatik,privat,Angebot,8599,test,limousine,2007,automatik,218,300c,150000,3,diesel,chrysler,nein,2016-03-20 00:00:00,0,55262,2016-03-21 21:10:54
318527,318527,2016-03-31 22:55:11,Mercedes_Benz_E_230_ELEGANCE_KLIMA_AHK_VON_RENTNER_AUTOMATIK,privat,Angebot,2100,test,limousine,1995,automatik,150,e_klasse,150000,11,benzin,mercedes_benz,nein,2016-03-31 00:00:00,0,72660,2016-04-06 21:17:08
238838,238838,2016-03-15 12:49:57,Nissan_Juke_1.5_dCi_Sondermodell_n_tec,privat,Angebot,13650,control,kleinwagen,2014,manuell,110,juke,40000,5,diesel,nissan,nein,2016-03-15 00:00:00,0,35745,2016-04-07 11:46:58
313331,313331,2016-03-24 23:58:34,Mercedes_benz_s_320,privat,Angebot,6450,test,limousine,1999,automatik,224,s_klasse,150000,1,benzin,mercedes_benz,nein,2016-03-24 00:00:00,0,45770,2016-03-29 20:16:50
344918,344918,2016-03-26 20:49:45,Audi_A3_1.6_TDI_Sportback_Ambiente,privat,Angebot,20990,control,kombi,2013,manuell,105,a3,40000,9,diesel,audi,nein,2016-03-26 00:00:00,0,67435,2016-04-06 11:45:14
79758,79758,2016-03-30 17:38:17,Mercedes_Benz_C200_W204_Kompressor__keine_Maengel_8x_Bereift.,privat,Angebot,11900,control,limousine,2007,manuell,183,c_klasse,125000,5,benzin,mercedes_benz,nein,2016-03-30 00:00:00,0,47228,2016-04-07 08:16:35
175346,175346,2016-03-10 08:57:04,VW_Lupo__1.0__50PS__Servo__Radio/CD_155_TKM__Tuev/AU_10_2016__TOP!,privat,Angebot,999,test,kleinwagen,1999,manuell,50,lupo,150000,6,benzin,volkswagen,nein,2016-03-10 00:00:00,0,34576,2016-03-20 10:45:07
253621,253621,2016-03-17 22:57:18,Opel_Meriva_1.4_Automatik_Innovation,privat,Angebot,18850,test,bus,2014,automatik,140,meriva,5000,11,benzin,opel,nein,2016-03-17 00:00:00,0,58509,2016-04-05 20:17:52
106158,106158,2016-03-21 13:38:39,Nissan_Primera_Traveller_2.2_dCi_tekna,privat,Angebot,2100,test,kombi,2004,manuell,139,primera,150000,9,diesel,nissan,nein,2016-03-21 00:00:00,0,21514,2016-04-04 08:15:38
334321,334321,2016-03-14 02:52:22,Volkswagen_Touran_2.0_TDI_Highline,privat,Angebot,3650,test,bus,2005,manuell,140,touran,150000,5,diesel,volkswagen,nein,2016-03-14 00:00:00,0,25782,2016-03-14 07:53:56
341211,341211,2016-03-08 19:39:38,Golf_4_TD?_1_9,privat,Angebot,1800,test,limousine,1999,manuell,90,golf,150000,4,diesel,volkswagen,nein,2016-03-08 00:00:00,0,47441,2016-03-11 16:16:29
273532,273532,2016-03-19 19:42:24,Opel_Corsa_1.4_fahrbereit_TÜV_Neu,privat,Angebot,650,control,limousine,2018,manuell,0,corsa,150000,0,benzin,opel,nein,2016-03-19 00:00:00,0,13585,2016-04-03 06:17:12
133762,133762,2016-03-15 17:49:36,Ford_Focus_Ghia_mit_LPG_GAS,privat,Angebot,950,control,limousine,1999,manuell,116,focus,150000,3,lpg,ford,nein,2016-03-15 00:00:00,0,66539,2016-03-21 16:49:28
326980,326980,2016-03-13 16:41:36,Nissan_Qashqai_2.0_acenta_Scheckheftgepflegt_Panorama,privat,Angebot,7900,test,limousine,2008,manuell,141,qashqai,150000,2,benzin,nissan,nein,2016-03-13 00:00:00,0,65366,2016-03-21 12:15:51
214310,214310,2016-03-18 17:39:00,Renault_Twingo_1.2_Authentique,privat,Angebot,3999,test,kleinwagen,2009,manuell,58,twingo,70000,7,benzin,renault,nein,2016-03-18 00:00:00,0,44263,2016-04-03 21:44:56
247396,247396,2016-03-10 16:57:15,Mercedes_Benz_E_200_CGI_Avantgarde_Automatik_Navi_Xenon,privat,Angebot,18850,control,limousine,2010,automatik,184,e_klasse,60000,11,benzin,mercedes_benz,nein,2016-03-10 00:00:00,0,79362,2016-03-23 15:19:45
287578,287578,2016-03-21 21:53:20,Ford_focus,privat,Angebot,1200,control,limousine,2017,manuell,131,focus,150000,0,benzin,ford,nein,2016-03-21 00:00:00,0,73479,2016-03-30 11:44:58
215022,215022,2016-03-19 16:53:32,Golf_4_als_Bastlerfahrzeug_abzugeben,privat,Angebot,790,test,limousine,1998,manuell,75,golf,150000,5,benzin,volkswagen,ja,2016-03-19 00:00:00,0,53474,2016-04-07 02:46:42
295142,295142,2016-04-03 22:58:02,GolfV_sehr_sauber,privat,Angebot,3990,control,limousine,2005,manuell,75,golf,150000,1,benzin,volkswagen,nein,2016-04-03 00:00:00,0,45884,2016-04-06 00:45:23
358554,358554,2016-03-30 19:25:24,Audi_A5_Cabrio_2.0_TFSI_quattro_S_tronic_MMI_plus,privat,Angebot,28900,test,cabrio,2012,automatik,211,a5,50000,5,benzin,audi,nein,2016-03-30 00:00:00,0,61350,2016-04-05 11:18:33
248392,248392,2016-03-30 19:42:29,Opel_Corsa_Sport_1.4,privat,Angebot,1500,test,kleinwagen,2000,manuell,90,corsa,150000,11,benzin,opel,nein,2016-03-30 00:00:00,0,36199,2016-04-01 14:16:55
130047,130047,2016-03-23 21:44:16,Smart_CDI_sehr_gepflegt_TÜV_neu.,privat,Angebot,2100,test,kleinwagen,2001,automatik,41,forfour,150000,12,diesel,smart,nein,2016-03-23 00:00:00,0,12559,2016-04-06 02:46:09
132129,132129,2016-03-23 11:57:24,Mercedes_Benz_E_200_CDI_DPF_BlueEFFICIENCY_Automatik_Elegance,privat,Angebot,22900,test,limousine,2010,automatik,136,e_klasse,90000,12,diesel,mercedes_benz,nein,2016-03-23 00:00:00,0,70794,2016-03-29 05:45:14
361080,361080,2016-04-03 23:49:20,Volkswagen_Multivan_DPF_Cruise,privat,Angebot,18800,control,bus,2006,manuell,174,transporter,150000,6,diesel,volkswagen,nein,2016-04-03 00:00:00,0,24796,2016-04-06 04:17:31
154339,154339,2016-03-09 23:43:26,Mercedes_Benz_E_320_T__TÜV_Feb._2017_SD__Alu,privat,Angebot,999,test,kombi,1994,automatik,220,e_klasse,150000,9,benzin,mercedes_benz,nein,2016-03-09 00:00:00,0,91327,2016-04-06 21:47:27
203928,203928,2016-03-13 15:46:20,opel_zafira_A_diesel_2.0_tdi_Gruene_plakete,privat,Angebot,600,test,kombi,2001,manuell,101,zafira,150000,12,diesel,opel,nein,2016-03-13 00:00:00,0,49661,2016-04-04 15:45:50
64353,64353,2016-04-02 16:06:19,Mitsubishi_Colt_3_mit_LPG_GaSANLAGE,privat,Angebot,550,control,kleinwagen,1991,manuell,90,colt,150000,2,lpg,mitsubishi,ja,2016-04-02 00:00:00,0,35516,2016-04-05 23:15:41
200576,200576,2016-03-14 16:06:20,Mercedes_Benz_300,privat,Angebot,6500,control,kombi,1995,automatik,0,andere,150000,3,benzin,mercedes_benz,nein,2016-03-14 00:00:00,0,65719,2016-04-06 03:16:40
271940,271940,2016-03-09 20:44:00,Audi_A4_3.0_quattro,privat,Angebot,2999,test,limousine,2001,automatik,220,a4,150000,7,benzin,audi,nein,2016-03-09 00:00:00,0,51377,2016-03-10 06:45:23
303017,303017,2016-04-03 19:59:10,VW_Golf_6_1.6L_Diesel,privat,Angebot,8400,test,limousine,2017,manuell,105,golf,150000,6,diesel,volkswagen,nein,2016-04-03 00:00:00,0,38108,2016-04-05 20:45:46
306889,306889,2016-04-03 18:41:49,Nissan_300_ZX_Turbo,privat,Angebot,3000,control,coupe,1987,manuell,228,andere,150000,3,benzin,nissan,nein,2016-04-03 00:00:00,0,74357,2016-04-05 18:46:30
120759,120759,2016-03-22 00:52:16,Hyundai_ix35_1.6_2WD,privat,Angebot,18900,control,suv,2015,manuell,135,i_reihe,20000,4,benzin,hyundai,nein,2016-03-21 00:00:00,0,52072,2016-03-29 07:45:09
99999,99999,2016-03-05 21:50:00,Mercedes_Benz_E_Klasse_220_CDI_Avantgarde,privat,Angebot,2999,test,limousine,1999,manuell,143,e_klasse,150000,0,benzin,mercedes_benz,nein,2016-03-05 00:00:00,0,36448,2016-03-17 21:18:03
203577,203577,2016-03-05 15:44:14,Alfa_Romeo_147_1.9_JTD_8V_M_Jet_DPF_Black_Line,privat,Angebot,3999,control,limousine,2007,manuell,120,147,150000,9,diesel,alfa_romeo,nein,2016-03-05 00:00:00,0,37154,2016-03-19 19:47:47
245389,245389,2016-03-14 18:41:50,Dacia_Duster_dCi_110_FAP_4x2_Prestige_weiss_Leder_Garantie,privat,Angebot,11900,test,suv,2012,manuell,107,duster,40000,8,diesel,dacia,nein,2016-03-14 00:00:00,0,26676,2016-03-20 08:15:28
337130,337130,2016-03-07 14:49:21,Audi_A4_Avant_2.0_TDI_DPF_Ambition,privat,Angebot,9750,control,kombi,2008,manuell,170,a4,150000,10,diesel,audi,nein,2016-03-07 00:00:00,0,19249,2016-04-07 06:45:53
151609,151609,2016-03-23 11:47:49,Volkswagen_Golf_1.6,privat,Angebot,850,test,limousine,1995,manuell,75,golf,150000,8,benzin,volkswagen,nein,2016-03-23 00:00:00,0,78078,2016-03-30 20:45:50
240908,240908,2016-03-22 08:52:05,Bmw_e39_525d_teilleder_top_austattung_1Hand,privat,Angebot,2999,control,limousine,2002,manuell,163,5er,150000,11,benzin,bmw,nein,2016-03-22 00:00:00,0,45888,2016-03-29 11:44:35
48544,48544,2016-03-15 15:55:40,Mercedes_Benz_220,privat,Angebot,14150,control,kombi,2010,automatik,170,andere,150000,3,diesel,mercedes_benz,nein,2016-03-15 00:00:00,0,34212,2016-04-06 10:15:34
88051,88051,2016-03-25 19:38:17,Wunderschoene_Mercedes_C_Klasse,privat,Angebot,5650,test,limousine,2004,automatik,122,c_klasse,150000,0,diesel,mercedes_benz,nein,2016-03-25 00:00:00,0,21075,2016-04-07 01:17:51
271921,271921,2016-03-16 23:50:07,Jeep_Compass_29.08.2013_Unfall,privat,Angebot,11200,test,suv,2013,manuell,170,andere,20000,8,benzin,jeep,ja,2016-03-16 00:00:00,0,25436,2016-03-18 04:16:38
265794,265794,2016-03-17 19:58:29,BMW_e39_520i_Bj_2000_Sehr_Gepflegt_Navi_Tempomat_2_Hand_Privat,privat,Angebot,4990,control,limousine,2000,manuell,150,5er,150000,8,benzin,bmw,nein,2016-03-17 00:00:00,0,45770,2016-04-07 09:15:27
186638,186638,2016-03-08 10:56:55,Audi_A6_1_8T_S_Line,privat,Angebot,4500,test,kombi,2001,manuell,150,a6,150000,4,benzin,audi,nein,2016-03-08 00:00:00,0,53229,2016-03-08 18:16:16
70771,70771,2016-03-22 16:25:25,Gepflegter_Nissan_Micra.,privat,Angebot,800,test,kleinwagen,1999,manuell,54,micra,150000,0,benzin,nissan,nein,2016-03-22 00:00:00,0,56203,2016-04-07 06:45:23
120359,120359,2016-03-09 19:45:29,Honda_Civic_Top_Zustand,privat,Angebot,1500,test,kleinwagen,1999,manuell,75,civic,125000,0,benzin,honda,nein,2016-03-09 00:00:00,0,78166,2016-04-01 18:16:08
309173,309173,2016-03-06 16:51:24,Opel_Meriva_Van,privat,Angebot,4850,test,bus,2009,manuell,101,meriva,125000,6,diesel,opel,nein,2016-03-06 00:00:00,0,48159,2016-03-10 11:15:38
8580,8580,2016-03-14 07:36:17,Mazda_3_SKYACTIV_D_150_Center_Line,privat,Angebot,19875,control,limousine,2015,manuell,150,3_reihe,10000,1,diesel,mazda,nein,2016-03-14 00:00:00,0,49492,2016-04-07 08:16:21
5472,5472,2016-03-15 15:37:04,Toyota_Corolla_mit_Motorschaden,privat,Angebot,1000,control,kleinwagen,2003,manuell,97,corolla,150000,4,benzin,toyota,ja,2016-03-15 00:00:00,0,60385,2016-04-06 07:16:59
357118,357118,2016-03-21 21:38:19,Renault_Wind_TCe_100_Dynamique,privat,Angebot,5100,control,cabrio,2010,manuell,101,andere,150000,9,benzin,renault,nein,2016-03-21 00:00:00,0,45883,2016-04-07 01:17:23
45898,45898,2016-03-28 23:52:46,Mercedes_E200_T,privat,Angebot,1000,test,kombi,1997,manuell,136,e_klasse,150000,12,benzin,mercedes_benz,nein,2016-03-28 00:00:00,0,67227,2016-04-05 14:16:26
87516,87516,2016-03-24 22:37:54,Volkswagen_Polo_6n2_Edition,privat,Angebot,2950,control,kleinwagen,2001,manuell,50,polo,150000,8,benzin,volkswagen,nein,2016-03-24 00:00:00,0,33617,2016-04-05 20:44:32
297377,297377,2016-03-15 14:55:10,Mercedes_Benz_A_150_Classic,privat,Angebot,5000,control,limousine,2008,manuell,95,a_klasse,125000,1,benzin,mercedes_benz,nein,2016-03-15 00:00:00,0,22457,2016-04-06 06:45:46
71513,71513,2016-03-10 17:57:21,Mercedes_Benz_CL_500_7G_TRONIC,privat,Angebot,32500,control,coupe,2010,automatik,387,cl,125000,6,benzin,mercedes_benz,nein,2016-03-10 00:00:00,0,87435,2016-03-17 05:44:17
255903,255903,2016-03-07 23:40:11,Opel_astra_caravan_1.9_cdti,privat,Angebot,3999,test,kombi,2007,manuell,120,golf,150000,0,diesel,opel,nein,2016-03-07 00:00:00,0,64521,2016-03-12 15:44:14
86491,86491,2016-03-07 21:43:49,Auto_Fahranfaenger_Ford_Fiesta_1_3,privat,Angebot,999,control,limousine,2017,manuell,0,fiesta,150000,4,benzin,ford,nein,2016-03-07 00:00:00,0,12277,2016-03-31 06:46:09
244632,244632,2016-03-31 14:55:56,Smart_smart_fortwo_coupe_pulse,privat,Angebot,3350,control,kleinwagen,2006,manuell,61,fortwo,80000,5,benzin,smart,nein,2016-03-31 00:00:00,0,78467,2016-04-06 08:16:50
141606,141606,2016-03-16 02:02:43,BMW_120d_DPF_Edition_Sport,privat,Angebot,11500,test,limousine,2010,manuell,177,1er,100000,3,diesel,bmw,nein,2016-03-16 00:00:00,0,32758,2016-04-06 00:15:34
12705,12705,2016-03-22 07:52:22,BMW_M_PAKET_320d,privat,Angebot,6000,control,kombi,2005,manuell,150,3er,150000,7,benzin,bmw,nein,2016-03-22 00:00:00,0,44534,2016-03-29 11:17:22
83956,83956,2016-03-05 14:10:01,Hyundai_Trajet_2.0_GLS,privat,Angebot,2300,test,bus,2005,manuell,140,andere,150000,8,benzin,hyundai,nein,2016-03-03 00:00:00,0,56170,2016-04-07 04:46:29
169,169,2016-03-21 23:51:55,VW_Golf_CL__2er_Golf____TÜV_bis_02/2018,privat,Angebot,850,test,limousine,1989,manuell,69,golf,125000,11,benzin,volkswagen,nein,2016-03-21 00:00:00,0,95485,2016-04-05 15:17:35
122795,122795,2016-03-29 10:59:13,Volkswagen_Golf_1.4_4Tuerig_PDC_SHZ_Comfortline,privat,Angebot,7250,control,limousine,2009,manuell,80,golf,60000,10,benzin,volkswagen,nein,2016-03-29 00:00:00,0,10969,2016-03-29 10:59:13
328719,328719,2016-04-02 14:55:45,Suzuki_Baleno_Kombi_1.6_GLX,privat,Angebot,1000,test,kombi,2000,manuell,97,andere,150000,1,benzin,suzuki,nein,2016-04-02 00:00:00,0,72458,2016-04-06 13:17:53
